"set","position","name","bleed","curse","fire","lightning","magic","physical","poise","poison","weight","weight_modifier","health_modifier","stamina_modifier","stamina_regeneration"
"Bandit","Head","Brigand Hood",8.0,0.0,5.0,6.0,8.0,9.0,0.0,8.0,1.2,0.0,0.0,0.0,0.0
"Bandit","Torso","Brigand Armor",20.0,0.0,13.0,17.0,20.0,23.0,0.0,20.0,3.1,0.0,0.0,0.0,0.0
"Bandit","Arms","Brigand Gauntlets",12.0,0.0,8.0,10.0,12.0,14.0,0.0,12.0,1.8,0.0,0.0,0.0,0.0
"Bandit","Legs","Brigand Trousers",12.0,0.0,8.0,10.0,12.0,14.0,0.0,12.0,1.8,0.0,0.0,0.0,0.0
"Hunter","Head","Pharis' Hat",6.0,0.0,7.0,6.0,5.0,7.0,0.0,5.0,1.2,0.0,0.0,0.0,0.0
"Hunter","Torso","Leather Armor",21.0,0.0,27.0,23.0,20.0,27.0,0.0,20.0,4.7,0.0,0.0,0.0,0.0
"Hunter","Arms","Leather Gloves",13.0,0.0,16.0,13.0,12.0,16.0,0.0,12.0,2.8,0.0,0.0,0.0,0.0
"Hunter","Legs","Leather Boots",13.0,0.0,16.0,13.0,12.0,16.0,0.0,12.0,2.8,0.0,0.0,0.0,0.0
"Sorcerer","Head","Sorcerer Hat",6.0,0.0,5.0,6.0,10.0,8.0,0.0,5.0,0.9,0.0,0.0,0.0,0.0
"Sorcerer","Torso","Sorcerer Cloak",16.0,0.0,13.0,17.0,27.0,20.0,0.0,12.0,2.3,0.0,0.0,0.0,0.0
"Sorcerer","Arms","Sorcerer Gauntlets",9.0,0.0,8.0,10.0,16.0,12.0,0.0,7.0,1.4,0.0,0.0,0.0,0.0
"Sorcerer","Legs","Sorcerer Boots",9.0,0.0,8.0,10.0,16.0,12.0,0.0,7.0,1.4,0.0,0.0,0.0,0.0
"Pyromancer","Head","Tattered Cloth Hood",9.0,1.0,12.0,6.0,9.0,8.0,0.0,23.0,1.1,0.0,0.0,0.0,0.0
"Pyromancer","Torso","Tattered Cloth Robe",23.0,2.0,30.0,17.0,23.0,21.0,0.0,59.0,2.7,0.0,0.0,0.0,0.0
"Pyromancer","Arms","Tattered Cloth Manchette",14.0,1.0,18.0,10.0,14.0,12.0,0.0,35.0,1.6,0.0,0.0,0.0,0.0
"Pyromancer","Legs","Heavy Boots",14.0,1.0,18.0,10.0,14.0,12.0,0.0,35.0,1.6,0.0,0.0,0.0,0.0
"Cleric","Head","Priest's Hat",9.0,0.0,5.0,7.0,9.0,8.0,0.0,8.0,1.2,0.0,0.0,0.0,0.0
"Cleric","Torso","Holy Robe",24.0,0.0,14.0,19.0,23.0,22.0,0.0,20.0,4.0,0.0,0.0,0.0,0.0
"Cleric","Arms","Traveling Gloves",5.0,0.0,3.0,4.0,5.0,5.0,0.0,4.0,0.7,0.0,0.0,0.0,0.0
"Cleric","Legs","Holy Trousers",15.0,0.0,8.0,12.0,15.0,14.0,0.0,13.0,2.0,0.0,0.0,0.0,0.0
"Antiquated","Head","Crown of Dusk",5.0,20.0,2.0,6.0,11.0,5.0,0.0,5.0,0.4,0.0,0.0,0.0,0.0
"Antiquated","Torso","Antiquated Dress",14.0,26.0,6.0,19.0,33.0,14.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0
"Antiquated","Arms","Antiquated Gloves",8.0,16.0,3.0,11.0,19.0,8.0,0.0,8.0,0.6,0.0,0.0,0.0,0.0
"Antiquated","Legs","Antiquated Skirt",40.0,52.0,17.0,21.0,35.0,15.0,0.0,40.0,3.0,0.0,0.0,0.0,0.0
"Big Hat","Head","Big Hat",13.0,0.0,7.0,17.0,43.0,14.0,0.0,13.0,3.0,0.0,0.0,0.0,0.0
"Big Hat","Torso","Sage Robe",49.0,0.0,29.0,35.0,28.0,41.0,0.0,49.0,4.0,0.0,0.0,0.0,0.0
"Big Hat","Arms","Traveling Gloves",5.0,0.0,3.0,4.0,5.0,5.0,0.0,4.0,0.7,0.0,0.0,0.0,0.0
"Big Hat","Legs","Travelling Boots",14.0,0.0,8.0,10.0,16.0,12.0,0.0,14.0,1.6,0.0,0.0,0.0,0.0
"Black","Head","Mask of Velka",9.0,20.0,10.0,7.0,12.0,12.0,0.0,9.0,2.5,0.0,0.0,0.0,0.0
"Black","Torso","Black Cleric Robe",22.0,13.0,25.0,19.0,29.0,23.0,0.0,22.0,3.9,0.0,0.0,0.0,0.0
"Black","Arms","Black Manchette",10.0,5.0,11.0,9.0,14.0,11.0,0.0,10.0,1.8,0.0,0.0,0.0,0.0
"Black","Legs","Black Tights",15.0,9.0,17.0,13.0,22.0,16.0,0.0,15.0,2.8,0.0,0.0,0.0,0.0
"Black Sorcerer","Head","Black Sorcerer Hat",12.0,2.0,8.0,8.0,11.0,5.0,0.0,12.0,0.7,0.0,0.0,0.0,0.0
"Black Sorcerer","Torso","Black Sorcerer Cloak",31.0,4.0,21.0,21.0,28.0,13.0,0.0,31.0,1.8,0.0,0.0,0.0,0.0
"Black Sorcerer","Arms","Black Sorcerer Gauntlets",18.0,2.0,12.0,12.0,17.0,8.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0
"Black Sorcerer","Legs","Black Sorcerer Boots",18.0,2.0,12.0,12.0,17.0,8.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0
"Chain","Head","Chain Helm",10.0,0.0,8.0,3.0,8.0,12.0,5.0,6.0,3.0,0.0,0.0,0.0,0.0
"Chain","Torso","Chain Armor",20.0,0.0,16.0,7.0,16.0,24.0,9.0,12.0,6.0,0.0,0.0,0.0,0.0
"Chain","Arms","Leather Gauntlets",12.0,0.0,10.0,4.0,10.0,14.0,5.0,7.0,3.6,0.0,0.0,0.0,0.0
"Chain","Legs","Chain Leggings",15.0,0.0,12.0,5.0,12.0,18.0,7.0,9.0,4.6,0.0,0.0,0.0,0.0
"Crimson","Head","Mask of the Sealer",8.0,8.0,7.0,9.0,12.0,12.0,0.0,8.0,1.5,0.0,0.0,0.0,0.0
"Crimson","Torso","Crimson Robe",21.0,21.0,19.0,24.0,33.0,32.0,0.0,21.0,3.9,0.0,0.0,0.0,0.0
"Crimson","Arms","Crimson Gloves",4.0,4.0,4.0,5.0,7.0,7.0,0.0,4.0,0.8,0.0,0.0,0.0,0.0
"Crimson","Legs","Crimson Waistcloth",19.0,19.0,17.0,21.0,29.0,29.0,0.0,19.0,3.5,0.0,0.0,0.0,0.0
"Dingy","Head","Dingy Hood",9.0,9.0,5.0,6.0,8.0,6.0,0.0,7.0,0.8,0.0,0.0,0.0,0.0
"Dingy","Torso","Dingy Robe",35.0,35.0,19.0,25.0,33.0,23.0,0.0,26.0,3.0,0.0,0.0,0.0,0.0
"Dingy","Arms","Dingy Gloves",14.0,14.0,8.0,10.0,13.0,9.0,0.0,10.0,1.2,0.0,0.0,0.0,0.0
"Dingy","Legs","Blood-Stained Skirt",29.0,29.0,16.0,21.0,27.0,19.0,0.0,22.0,2.5,0.0,0.0,0.0,0.0
"Gold-Hemmed Black","Head","Gold-Hemmed Black Hood",16.0,0.0,22.0,8.0,15.0,11.0,0.0,36.0,1.4,0.0,0.0,0.0,0.0
"Gold-Hemmed Black","Torso","Gold-Hemmed Black Cloak",40.0,0.0,58.0,21.0,38.0,31.0,0.0,94.0,3.5,0.0,0.0,0.0,0.0
"Gold-Hemmed Black","Arms","Gold-Hemmed Black Gloves",14.0,0.0,24.0,8.0,13.0,12.0,0.0,32.0,1.2,0.0,0.0,0.0,0.0
"Gold-Hemmed Black","Legs","Gold-Hemmed Black Skirt",32.0,0.0,49.0,17.0,27.0,23.0,0.0,78.0,3.0,0.0,0.0,0.0,0.0
"Hollow Soldier","Head","Hollow Soldier Helm",7.0,0.0,7.0,4.0,6.0,10.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0
"Hollow Soldier","Torso","Hollow Soldier Armor",18.0,0.0,17.0,10.0,16.0,26.0,12.0,13.0,7.8,0.0,0.0,0.0,0.0
"Hollow Soldier","Legs","Hollow Soldier Waistcloth",7.0,6.0,8.0,6.0,8.0,13.0,7.0,10.0,1.5,0.0,0.0,0.0,0.0
"Hollow Thief","Head","Hollow Thief Hood",6.0,0.0,5.0,7.0,8.0,8.0,0.0,11.0,1.1,0.0,0.0,0.0,0.0
"Hollow Thief","Torso","Hollow Thief Leather Armor",15.0,0.0,13.0,18.0,20.0,21.0,0.0,29.0,2.8,0.0,0.0,0.0,0.0
"Hollow Thief","Legs","Hollow Thief Tights",9.0,0.0,8.0,10.0,11.0,12.0,0.0,17.0,1.7,0.0,0.0,0.0,0.0
"Hollow Warrior","Head","Hollow Warrior Helm",5.0,0.0,5.0,6.0,6.0,10.0,3.0,5.0,2.6,0.0,0.0,0.0,0.0
"Hollow Warrior","Torso","Hollow Warrior Armor",13.0,0.0,12.0,17.0,16.0,24.0,8.0,13.0,6.6,0.0,0.0,0.0,0.0
"Hollow Warrior","Legs","Hollow Warrior Waistcloth",6.0,0.0,6.0,8.0,8.0,13.0,5.0,6.0,1.4,0.0,0.0,0.0,0.0
"Maiden","Head","Maiden Hood",9.0,3.0,5.0,6.0,8.0,7.0,0.0,7.0,0.8,0.0,0.0,0.0,0.0
"Maiden","Torso","Maiden Robe",23.0,8.0,13.0,17.0,22.0,19.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0
"Maiden","Arms","Maiden Gloves",14.0,5.0,8.0,10.0,13.0,11.0,0.0,10.0,1.2,0.0,0.0,0.0,0.0
"Maiden","Legs","Maiden Skirt",29.0,10.0,16.0,21.0,27.0,23.0,0.0,22.0,2.5,0.0,0.0,0.0,0.0
"Moonlight","Head","Crown of the Dark Sun",9.0,12.0,6.0,6.0,12.0,12.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0
"Moonlight","Torso","Moonlight Robe",23.0,31.0,17.0,17.0,31.0,20.0,0.0,23.0,3.1,0.0,0.0,0.0,0.0
"Moonlight","Arms","Moonlight Gloves",4.0,5.0,3.0,3.0,5.0,3.0,0.0,4.0,0.5,0.0,0.0,0.0,0.0
"Moonlight","Legs","Moonlight Waistcloth",14.0,18.0,10.0,10.0,18.0,12.0,0.0,14.0,1.8,0.0,0.0,0.0,0.0
"Painting Guardian","Head","Painting Guardian Hood",12.0,6.0,11.0,8.0,31.0,3.0,0.0,30.0,0.6,0.0,0.0,0.0,0.0
"Painting Guardian","Torso","Painting Guardian Robe",32.0,16.0,29.0,21.0,34.0,9.0,0.0,78.0,1.6,0.0,0.0,0.0,0.0
"Painting Guardian","Arms","Painting Guardian Gloves",18.0,10.0,17.0,12.0,22.0,6.0,0.0,46.0,0.9,0.0,0.0,0.0,0.0
"Painting Guardian","Legs","Painting Guardian Waistcloth",21.0,10.0,44.0,42.0,30.0,22.0,0.0,51.0,4.0,0.0,0.0,0.0,0.0
"Gwyn","Head","Crown of the Great Lord",15.0,20.0,21.0,21.0,16.0,16.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0
"Gwyn","Torso","Robe of the Great Lord",30.0,40.0,41.0,41.0,32.0,32.0,0.0,15.0,6.0,0.0,0.0,0.0,0.0
"Gwyn","Arms","Bracelet of the Great Lord",14.0,18.0,19.0,19.0,15.0,15.0,0.0,7.0,2.8,0.0,0.0,0.0,0.0
"Gwyn","Legs","Anklet of the Great Lord",14.0,18.0,19.0,19.0,15.0,15.0,0.0,7.0,2.8,0.0,0.0,0.0,0.0
"Shadow","Head","Shadow Mask",15.0,0.0,6.0,6.0,5.0,9.0,0.0,18.0,0.9,0.0,0.0,0.0,0.0
"Shadow","Torso","Shadow Garb",39.0,0.0,16.0,17.0,12.0,23.0,0.0,47.0,2.3,0.0,0.0,0.0,0.0
"Shadow","Arms","Shadow Gauntlets",23.0,0.0,9.0,10.0,7.0,13.0,0.0,28.0,1.4,0.0,0.0,0.0,0.0
"Shadow","Legs","Shadow Leggings",23.0,0.0,9.0,10.0,7.0,13.0,0.0,28.0,1.4,0.0,0.0,0.0,0.0
"Witch","Head","Witch Hat",10.0,11.0,6.0,7.0,12.0,9.0,0.0,10.0,1.1,0.0,0.0,0.0,0.0
"Witch","Torso","Witch Cloak",36.0,12.0,20.0,26.0,43.0,33.0,0.0,36.0,4.0,0.0,0.0,0.0,0.0
"Witch","Arms","Witch Gloves",16.0,6.0,9.0,11.0,18.0,14.0,0.0,16.0,1.7,0.0,0.0,0.0,0.0
"Witch","Legs","Witch Skirt",23.0,8.0,12.0,17.0,27.0,20.0,0.0,23.0,2.5,0.0,0.0,0.0,0.0
"Adventurer","Head","Helm of the Wise",11.0,18.0,13.0,10.0,12.0,18.0,8.0,7.0,5.1,0.0,0.0,0.0,0.0
"Adventurer","Torso","Armor of the Glorious",28.0,24.0,34.0,25.0,31.0,47.0,20.0,19.0,13.3,0.0,0.0,0.0,0.0
"Adventurer","Arms","Gauntlets Of The Vanquisher",6.0,4.0,7.0,6.0,7.0,11.0,4.0,5.0,3.0,0.0,0.0,0.0,0.0
"Adventurer","Legs","Boots Of The Explorer",8.0,5.0,11.0,7.0,10.0,14.0,6.0,6.0,4.0,0.0,0.0,0.0,0.0
"Balder","Head","Balder Helm",8.0,0.0,9.0,6.0,8.0,14.0,6.0,6.0,4.2,0.0,0.0,0.0,0.0
"Balder","Torso","Balder Armor",20.0,0.0,25.0,15.0,21.0,37.0,16.0,13.0,10.9,0.0,0.0,0.0,0.0
"Balder","Arms","Balder Gauntlets",6.0,0.0,8.0,5.0,7.0,12.0,5.0,5.0,3.5,0.0,0.0,0.0,0.0
"Balder","Legs","Balder Leggings",14.0,0.0,14.0,9.0,12.0,22.0,9.0,12.0,6.4,0.0,0.0,0.0,0.0
"Black Iron","Head","Black Iron Helm",17.0,5.0,19.0,8.0,11.0,27.0,12.0,10.0,6.0,0.0,0.0,0.0,0.0
"Black Iron","Torso","Black Iron Armor",43.0,13.0,51.0,21.0,30.0,68.0,31.0,25.0,15.6,0.0,0.0,0.0,0.0
"Black Iron","Arms","Black Iron Gauntlets",25.0,8.0,30.0,13.0,17.0,40.0,18.0,14.0,9.2,0.0,0.0,0.0,0.0
"Black Iron","Legs","Black Iron Leggings",25.0,8.0,30.0,13.0,17.0,40.0,18.0,14.0,9.2,0.0,0.0,0.0,0.0
"Black Knight","Head","Black Knight Helm",12.0,0.0,18.0,6.0,11.0,21.0,8.0,6.0,5.0,0.0,0.0,0.0,0.0
"Black Knight","Torso","Black Knight Armor",32.0,0.0,48.0,17.0,29.0,57.0,21.0,15.0,13.0,0.0,0.0,0.0,0.0
"Black Knight","Arms","Black Knight Gauntlets",15.0,0.0,23.0,8.0,14.0,26.0,10.0,8.0,6.0,0.0,0.0,0.0,0.0
"Black Knight","Legs","Black Knight Leggings",17.0,0.0,26.0,9.0,15.0,30.0,11.0,9.0,7.0,0.0,0.0,0.0,0.0
"Brass","Head","Brass Helm",11.0,6.0,11.0,11.0,12.0,18.0,8.0,9.0,5.1,0.0,0.0,0.0,0.0
"Brass","Torso","Brass Armor",24.0,11.0,25.0,25.0,27.0,37.0,16.0,20.0,10.9,0.0,0.0,0.0,0.0
"Brass","Arms","Brass Gauntlets",12.0,6.0,12.0,12.0,14.0,19.0,8.0,10.0,5.4,0.0,0.0,0.0,0.0
"Brass","Legs","Brass Leggings",14.0,7.0,15.0,15.0,16.0,23.0,9.0,12.0,6.4,0.0,0.0,0.0,0.0
"Catarina","Head","Catarina Helm",13.0,0.0,13.0,7.0,12.0,22.0,8.0,9.0,4.5,0.0,0.0,0.0,0.0
"Catarina","Torso","Catarina Armor",34.0,0.0,37.0,19.0,31.0,57.0,21.0,24.0,11.7,0.0,0.0,0.0,0.0
"Catarina","Arms","Catarina Gauntlets",21.0,0.0,21.0,12.0,18.0,34.0,13.0,13.0,6.9,0.0,0.0,0.0,0.0
"Catarina","Legs","Catarina Leggings",21.0,0.0,21.0,12.0,18.0,34.0,13.0,13.0,6.9,0.0,0.0,0.0,0.0
"Crystalline","Head","Crystalline Helm",6.0,0.0,6.0,2.0,8.0,25.0,6.0,0.0,4.2,0.0,0.0,0.0,0.0
"Crystalline","Torso","Crystalline Armor",15.0,0.0,15.0,7.0,21.0,59.0,16.0,0.0,10.9,0.0,0.0,0.0,0.0
"Crystalline","Arms","Crystalline Gauntlets",9.0,0.0,9.0,4.0,12.0,37.0,9.0,0.0,6.4,0.0,0.0,0.0,0.0
"Crystalline","Legs","Crystalline Leggings",9.0,0.0,9.0,4.0,12.0,37.0,9.0,0.0,6.4,0.0,0.0,0.0,0.0
"Eastern","Head","Eastern Helm",15.0,0.0,12.0,7.0,6.0,17.0,8.0,11.0,4.7,0.0,0.0,0.0,0.0
"Eastern","Torso","Eastern Armor",38.0,0.0,33.0,18.0,15.0,45.0,20.0,28.0,12.3,0.0,0.0,0.0,0.0
"Eastern","Arms","Eastern Gauntlets",5.0,0.0,4.0,2.0,1.0,6.0,2.0,4.0,1.5,0.0,0.0,0.0,0.0
"Eastern","Legs","Eastern Leggings",12.0,0.0,11.0,6.0,5.0,15.0,6.0,10.0,4.0,0.0,0.0,0.0,0.0
"Elite Knight","Head","Elite Knight Helm",9.0,0.0,8.0,6.0,7.0,15.0,6.0,6.0,4.5,0.0,0.0,0.0,0.0
"Elite Knight","Torso","Elite Knight Armor",23.0,0.0,18.0,15.0,17.0,39.0,15.0,16.0,11.7,0.0,0.0,0.0,0.0
"Elite Knight","Arms","Elite Knight Gauntlets",7.0,0.0,8.0,5.0,7.0,18.0,4.0,5.0,3.7,0.0,0.0,0.0,0.0
"Elite Knight","Legs","Elite Knight Leggings",14.0,0.0,11.0,9.0,11.0,23.0,9.0,9.0,6.9,0.0,0.0,0.0,0.0
"Giant","Head","Giant Helm",13.0,0.0,19.0,13.0,13.0,27.0,14.0,8.0,6.3,0.0,0.0,0.0,0.0
"Giant","Torso","Giant Armor",32.0,0.0,48.0,33.0,32.0,72.0,35.0,19.0,16.4,0.0,0.0,0.0,0.0
"Giant","Arms","Giant Gauntlets",19.0,0.0,29.0,19.0,19.0,41.0,21.0,11.0,9.7,0.0,0.0,0.0,0.0
"Giant","Legs","Giant Leggings",19.0,0.0,29.0,19.0,19.0,41.0,21.0,11.0,9.7,0.0,0.0,0.0,0.0
"Havel","Head","Havel's Helm",18.0,9.0,22.0,18.0,22.0,36.0,18.0,4.0,7.5,0.0,0.0,0.0,0.0
"Havel","Torso","Havel's Armor",45.0,22.0,54.0,49.0,56.0,92.0,47.0,11.0,19.5,0.0,0.0,0.0,0.0
"Havel","Arms","Havel's Gauntlets",27.0,13.0,32.0,29.0,32.0,54.0,28.0,5.0,11.5,0.0,0.0,0.0,0.0
"Havel","Legs","Havel's Leggings",27.0,13.0,32.0,29.0,32.0,54.0,28.0,5.0,11.5,0.0,0.0,0.0,0.0
"Heavy Cleric","Head","Cleric Helm",9.0,0.0,8.0,6.0,9.0,15.0,8.0,6.0,4.8,0.0,0.0,0.0,0.0
"Heavy Cleric","Torso","Cleric Armor",23.0,0.0,21.0,15.0,23.0,40.0,20.0,16.0,12.5,0.0,0.0,0.0,0.0
"Heavy Cleric","Arms","Cleric Gauntlets",14.0,0.0,12.0,9.0,13.0,24.0,12.0,9.0,7.4,0.0,0.0,0.0,0.0
"Heavy Cleric","Legs","Cleric Leggings",25.0,0.0,12.0,9.0,13.0,24.0,12.0,9.0,7.4,0.0,0.0,0.0,0.0
"Channelers","Head","Six-Eyed Helm of the Channelers",15.0,0.0,17.0,13.0,18.0,20.0,5.0,13.0,3.9,0.0,0.0,0.0,0.0
"Channelers","Torso","Robe of the Channelers",38.0,0.0,45.0,35.0,45.0,53.0,12.0,33.0,10.1,0.0,0.0,0.0,0.0
"Channelers","Arms","Gauntlets of the Channelers",0.0,0.0,13.0,10.0,13.0,17.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0
"Channelers","Legs","Waistcloth of the Channelers",23.0,0.0,27.0,20.0,27.0,32.0,7.0,20.0,6.0,0.0,0.0,0.0,0.0
"Silver Knight","Head","Silver Knight Helm",9.0,1.0,11.0,10.0,10.0,17.0,8.0,5.0,4.8,0.0,0.0,0.0,0.0
"Silver Knight","Torso","Silver Knight Armor",24.0,2.0,29.0,25.0,26.0,42.0,19.0,12.0,12.0,0.0,0.0,0.0,0.0
"Silver Knight","Arms","Silver Knight Gauntlets",11.0,1.0,14.0,11.0,12.0,19.0,9.0,6.0,5.5,0.0,0.0,0.0,0.0
"Silver Knight","Legs","Silver Knight Leggings",14.0,1.0,16.0,14.0,15.0,23.0,11.0,7.0,6.5,0.0,0.0,0.0,0.0
"Steel","Head","Steel Helm",9.0,0.0,8.0,5.0,8.0,16.0,9.0,6.0,5.4,0.0,0.0,0.0,0.0
"Steel","Torso","Steel Armor",23.0,0.0,21.0,13.0,22.0,42.0,23.0,16.0,14.0,0.0,0.0,0.0,0.0
"Steel","Arms","Steel Gauntlets",14.0,0.0,12.0,8.0,13.0,25.0,14.0,9.0,8.3,0.0,0.0,0.0,0.0
"Steel","Legs","Steel Leggings",14.0,0.0,12.0,8.0,13.0,25.0,14.0,9.0,8.3,0.0,0.0,0.0,0.0
"Stone","Head","Stone Helm",17.0,0.0,21.0,21.0,17.0,35.0,15.0,6.0,6.8,0.0,0.0,0.0,0.0
"Stone","Torso","Stone Armor",45.0,0.0,54.0,54.0,45.0,91.0,39.0,16.0,17.6,0.0,0.0,0.0,0.0
"Stone","Arms","Stone Gauntlets",27.0,0.0,33.0,33.0,27.0,54.0,23.0,10.0,10.4,0.0,0.0,0.0,0.0
"Stone","Legs","Stone Leggings",27.0,0.0,33.0,33.0,24.0,54.0,23.0,10.0,10.4,0.0,0.0,0.0,0.0
"Golem","Head","Golem Helm",17.0,0.0,16.0,6.0,17.0,35.0,13.0,12.0,6.3,0.0,0.0,0.0,0.0
"Golem","Torso","Golem Armor",45.0,0.0,41.0,17.0,45.0,91.0,33.0,31.0,16.4,0.0,0.0,0.0,0.0
"Golem","Arms","Golem Gauntlets",27.0,0.0,23.0,10.0,25.0,54.0,20.0,17.0,9.7,0.0,0.0,0.0,0.0
"Golem","Legs","Golem Leggings",27.0,0.0,23.0,10.0,25.0,54.0,20.0,17.0,9.7,0.0,0.0,0.0,0.0
"Iron and Sun","Head","Iron Helm",12.0,2.0,10.0,9.0,10.0,14.0,8.0,8.0,4.5,0.0,0.0,0.0,0.0
"Iron and Sun","Torso","Armor of the Sun",23.0,10.0,21.0,19.0,21.0,35.0,16.0,16.0,9.0,0.0,0.0,0.0,0.0
"Iron and Sun","Arms","Iron Bracelet",11.0,2.0,10.0,9.0,10.0,17.0,7.0,7.0,4.3,0.0,0.0,0.0,0.0
"Iron and Sun","Legs","Iron Leggings",14.0,2.0,12.0,11.0,12.0,21.0,9.0,9.0,5.3,0.0,0.0,0.0,0.0
"Ornstein","Head","Ornstein's Helm",18.0,8.0,22.0,18.0,16.0,32.0,9.0,8.0,5.5,0.0,0.0,0.0,0.0
"Ornstein","Torso","Ornstein's Armor",38.0,18.0,46.0,40.0,36.0,70.0,19.0,18.0,12.0,0.0,0.0,0.0,0.0
"Ornstein","Arms","Ornstein's Gauntlets",12.0,6.0,16.0,14.0,12.0,24.0,6.0,6.0,4.0,0.0,0.0,0.0,0.0
"Ornstein","Legs","Ornstein's Leggings",22.0,12.0,28.0,24.0,20.0,40.0,11.0,12.0,7.0,0.0,0.0,0.0,0.0
"Paladin","Head","Paladin Helm",13.0,22.0,13.0,7.0,12.0,22.0,8.0,9.0,5.0,0.0,0.0,0.0,0.0
"Paladin","Torso","Paladin Armor",34.0,57.0,37.0,19.0,31.0,59.0,20.0,24.0,12.9,0.0,0.0,0.0,0.0
"Paladin","Arms","Paladin Gauntlets",21.0,34.0,21.0,12.0,19.0,35.0,12.0,13.0,7.6,0.0,0.0,0.0,0.0
"Paladin","Legs","Paladin Leggings",21.0,34.0,21.0,12.0,19.0,35.0,12.0,13.0,7.6,0.0,0.0,0.0,0.0
"Favor","Head","Helm of Favor",11.0,8.0,11.0,7.0,10.0,18.0,8.0,8.0,4.5,0.0,0.0,0.0,0.0
"Favor","Torso","Embraced Armor of Favor",28.0,22.0,30.0,19.0,23.0,48.0,20.0,22.0,11.7,0.0,0.0,0.0,0.0
"Favor","Arms","Gauntlets of Favor",11.0,10.0,12.0,8.0,10.0,21.0,8.0,10.0,5.0,0.0,0.0,0.0,0.0
"Favor","Legs","Leggings of Favor",15.0,14.0,18.0,11.0,14.0,28.0,11.0,14.0,6.9,0.0,0.0,0.0,0.0
"Thorns","Head","Helm of Thorns",10.0,0.0,12.0,8.0,10.0,17.0,6.0,7.0,4.1,0.0,0.0,0.0,0.0
"Thorns","Torso","Armor of Thorns",0.0,0.0,33.0,20.0,28.0,45.0,16.0,0.0,10.5,0.0,0.0,0.0,0.0
"Thorns","Arms","Gauntlets of Thorns",16.0,10.0,18.0,12.0,16.0,26.0,9.0,17.0,6.2,0.0,0.0,0.0,0.0
